Order_ID,Date,Customer,Product,Category,Region,Quantity,Unit_Price,Revenue
ORD2022,2025-03-18,Customer_17,Printer,Electronics,East,6,256.33,1537.98
ORD1776,2025-03-18,Customer_16,Office Chair,Furniture,North,6,213.25,1279.5
ORD1209,2025-03-19,Customer_08,Printer,Electronics,East,5,252.01,1260.05
ORD1943,2025-03-19,Customer_30,Office Chair,Furniture,East,1,220.03,220.03
ORD1487,2025-03-19,Customer_29,Standing Desk,Furniture,East,3,450.21,1350.63
ORD1969,2025-03-20,Customer_19,Laptop,Electronics,South,1,827.39,827.39
ORD2338,2025-03-20,Customer_23,Printer,Electronics,West,5,258.61,1293.05
ORD1081,2025-03-20,Customer_25,Office Chair,Furniture,South,2,222.21,444.42
ORD1961,2025-03-20,Customer_26,Office Chair,Furniture,East,7,193.65,1355.55
ORD2164,2025-03-20,Customer_22,Standing Desk,Furniture,North,3,452.15,1356.45
ORD2101,2025-03-20,Customer_30,Office Chair,Furniture,North,4,191.83,767.32
ORD2233,2025-03-20,Customer_08,Notebook Pack,Stationery,East,4,16.19,64.76
ORD2373,2025-03-21,Customer_25,Office Chair,Furniture,West,6,195.51,1173.06
ORD1693,2025-03-21,Customer_10,Monitor,Electronics,North,5,310.5,1552.5
ORD2052,2025-03-21,Customer_23,Standing Desk,Furniture,North,4,465.62,1862.48
ORD2202,2025-03-22,Customer_11,Monitor,Electronics,North,7,273.8,1916.6
ORD1857,2025-03-22,Customer_01,Laptop,Electronics,East,5,885.0,4425.0
ORD1893,2025-03-22,Customer_07,Monitor,Electronics,North,1,297.82,297.82
ORD2246,2025-03-23,Customer_09,Printer,Electronics,East,1,243.52,243.52
ORD1338,2025-03-23,Customer_26,Smartphone,Electronics,South,6,600.99,3605.94
ORD1798,2025-03-23,Customer_01,Headphones,Electronics,West,1,114.29,114.29
ORD1740,2025-03-23,Customer_07,Printer,Electronics,West,5,241.21,1206.05
ORD1814,2025-03-24,Customer_12,Printer,Electronics,South,1,251.94,251.94
ORD2413,2025-03-24,Customer_22,Printer,Electronics,East,2,248.17,496.34
ORD1011,2025-03-25,Customer_16,Monitor,Electronics,West,3,300.94,902.82
ORD2467,2025-03-25,Customer_29,Office Chair,Furniture,West,2,201.03,402.06
ORD1002,2025-03-25,Customer_28,Notebook Pack,Stationery,South,6,15.35,92.1
ORD2435,2025-03-25,Customer_28,Laptop,Electronics,North,5,909.48,4547.4
ORD1155,2025-03-26,Customer_26,Notebook Pack,Stationery,North,3,16.11,48.33
ORD1044,2025-03-26,Customer_06,Laptop,Electronics,North,3,873.99,2621.97
ORD1376,2025-03-27,Customer_16,Notebook Pack,Stationery,East,3,14.17,42.51
ORD1674,2025-03-27,Customer_20,Standing Desk,Furniture,North,1,448.74,448.74
ORD1708,2025-03-27,Customer_15,Office Chair,Furniture,North,3,192.06,576.18
ORD1316,2025-03-27,Customer_19,Notebook Pack,Stationery,North,4,14.21,56.84
ORD1792,2025-03-27,Customer_08,Notebook Pack,Stationery,West,1,16.09,16.09
ORD2381,2025-03-28,Customer_04,Headphones,Electronics,West,1,113.36,113.36
ORD1108,2025-03-28,Customer_28,Office Chair,Furniture,West,2,193.47,386.94
ORD2166,2025-03-29,Customer_14,Laptop,Electronics,East,7,856.29,5994.03
ORD2140,2025-03-29,Customer_22,Monitor,Electronics,North,5,293.49,1467.45
ORD1681,2025-03-29,Customer_01,Smartphone,Electronics,North,1,635.04,635.04
ORD2466,2025-03-29,Customer_24,Notebook Pack,Stationery,East,5,15.82,79.1
ORD1208,2025-03-30,Customer_13,Headphones,Electronics,North,4,112.02,448.08
ORD1285,2025-03-30,Customer_15,Monitor,Electronics,East,4,322.08,1288.32
ORD1041,2025-03-30,Customer_09,Printer,Electronics,East,7,235.54,1648.78
ORD1005,2025-03-30,Customer_12,Printer,Electronics,East,4,254.67,1018.68
ORD1752,2025-03-30,Customer_29,Laptop,Electronics,North,1,856.46,856.46
ORD1391,2025-03-31,Customer_16,Smartphone,Electronics,West,7,621.47,4350.29
ORD1661,2025-03-31,Customer_15,Notebook Pack,Stationery,North,3,16.32,48.96
ORD2186,2025-03-31,Customer_08,Smartphone,Electronics,South,1,594.08,594.08
ORD1310,2025-03-31,Customer_16,Notebook Pack,Stationery,East,4,15.05,60.2
ORD1405,2025-03-31,Customer_11,Standing Desk,Furniture,West,7,486.93,3408.51
ORD2250,2025-03-31,Customer_13,Smartphone,Electronics,South,2,589.78,1179.56
ORD1986,2025-03-31,Customer_10,Standing Desk,Furniture,West,4,516.53,2066.12
ORD1062,2025-04-01,Customer_12,Headphones,Electronics,South,4,114.58,458.32
ORD1403,2025-04-01,Customer_30,Monitor,Electronics,East,7,322.7,2258.9
ORD1599,2025-04-01,Customer_19,Notebook Pack,Stationery,South,6,16.09,96.54
ORD1014,2025-04-01,Customer_15,Notebook Pack,Stationery,East,2,13.84,27.68
ORD1898,2025-04-02,Customer_10,Laptop,Electronics,West,7,933.81,6536.67
ORD1736,2025-04-02,Customer_12,Notebook Pack,Stationery,North,7,14.05,98.35
ORD1061,2025-04-03,Customer_10,Notebook Pack,Stationery,North,1,14.23,14.23
ORD1441,2025-04-03,Customer_01,Headphones,Electronics,South,7,109.28,764.96
ORD1351,2025-04-03,Customer_29,Laptop,Electronics,East,4,941.65,3766.6
ORD1159,2025-04-03,Customer_27,Printer,Electronics,West,5,242.1,1210.5
ORD1317,2025-04-03,Customer_12,Notebook Pack,Stationery,North,4,15.0,60.0
ORD1845,2025-04-04,Customer_15,Laptop,Electronics,North,7,822.49,5757.43
ORD2107,2025-04-04,Customer_26,Monitor,Electronics,South,3,305.88,917.64
ORD1625,2025-04-04,Customer_23,Smartphone,Electronics,North,2,590.44,1180.88
ORD1687,2025-04-05,Customer_29,Standing Desk,Furniture,North,2,482.93,965.86
ORD1578,2025-04-05,Customer_27,Monitor,Electronics,West,1,291.0,291.0
ORD1917,2025-04-05,Customer_26,Printer,Electronics,North,4,283.92,1135.68
ORD1920,2025-04-05,Customer_29,Printer,Electronics,West,6,254.01,1524.06
ORD1303,2025-04-05,Customer_09,Monitor,Electronics,West,6,297.76,1786.56
ORD1001,2025-04-06,Customer_21,Printer,Electronics,West,1,257.66,257.66
ORD2394,2025-04-06,Customer_16,Smartphone,Electronics,North,4,588.58,2354.32
ORD1200,2025-04-07,Customer_28,Headphones,Electronics,East,4,131.46,525.84
ORD1991,2025-04-07,Customer_23,Standing Desk,Furniture,East,2,495.67,991.34
ORD1381,2025-04-07,Customer_24,Monitor,Electronics,South,1,305.81,305.81
ORD1120,2025-04-07,Customer_19,Office Chair,Furniture,South,7,198.05,1386.35
ORD1800,2025-04-08,Customer_28,Laptop,Electronics,West,7,909.72,6368.04
ORD1832,2025-04-08,Customer_25,Office Chair,Furniture,East,5,199.36,996.8
ORD1172,2025-04-08,Customer_13,Printer,Electronics,West,5,235.82,1179.1
ORD2076,2025-04-09,Customer_30,Notebook Pack,Stationery,South,5,16.45,82.25
ORD2157,2025-04-09,Customer_10,Printer,Electronics,North,6,275.57,1653.42
ORD1737,2025-04-09,Customer_16,Headphones,Electronics,East,3,110.58,331.74
ORD1929,2025-04-09,Customer_23,Standing Desk,Furniture,East,4,489.7,1958.8
ORD1139,2025-04-10,Customer_15,Office Chair,Furniture,North,6,198.28,1189.68
ORD1605,2025-04-11,Customer_05,Standing Desk,Furniture,West,4,475.25,1901.0
ORD2454,2025-04-12,Customer_19,Standing Desk,Furniture,North,7,473.3,3313.1
ORD1544,2025-04-12,Customer_02,Printer,Electronics,West,3,246.78,740.34
ORD1293,2025-04-12,Customer_09,Headphones,Electronics,North,3,130.93,392.79
ORD1050,2025-04-13,Customer_26,Printer,Electronics,West,3,237.67,713.01
ORD1498,2025-04-13,Customer_04,Monitor,Electronics,South,1,291.19,291.19
ORD1499,2025-04-13,Customer_14,Office Chair,Furniture,North,2,214.84,429.68
ORD2348,2025-04-13,Customer_24,Notebook Pack,Stationery,West,3,13.8,41.4
ORD1810,2025-04-13,Customer_07,Laptop,Electronics,East,1,886.57,886.57
ORD1608,2025-04-13,Customer_19,Monitor,Electronics,East,5,300.6,1503.0
ORD1610,2025-04-13,Customer_17,Printer,Electronics,South,3,242.93,728.79
ORD2205,2025-04-14,Customer_25,Monitor,Electronics,West,5,294.87,1474.35
ORD2478,2025-04-14,Customer_27,Smartphone,Electronics,East,6,605.84,3635.04
ORD2286,2025-04-14,Customer_22,Monitor,Electronics,North,2,322.75,645.5
ORD2370,2025-04-14,Customer_17,Monitor,Electronics,East,1,308.23,308.23
ORD1609,2025-04-14,Customer_21,Printer,Electronics,South,6,277.51,1665.06
ORD1416,2025-04-14,Customer_19,Monitor,Electronics,West,5,314.93,1574.65
ORD1492,2025-04-15,Customer_12,Printer,Electronics,North,5,270.6,1353.0
ORD1718,2025-04-15,Customer_21,Smartphone,Electronics,East,4,623.07,2492.28
ORD2311,2025-04-15,Customer_26,Headphones,Electronics,East,5,109.79,548.95
ORD1692,2025-04-15,Customer_06,Monitor,Electronics,West,2,277.34,554.68
ORD1728,2025-04-16,Customer_11,Office Chair,Furniture,East,3,197.1,591.3
ORD1918,2025-04-16,Customer_02,Headphones,Electronics,North,6,111.55,669.3
ORD1897,2025-04-16,Customer_01,Laptop,Electronics,East,2,868.63,1737.26
ORD1540,2025-04-16,Customer_23,Notebook Pack,Stationery,West,7,14.22,99.54
ORD2040,2025-04-16,Customer_10,Notebook Pack,Stationery,South,4,16.39,65.56
ORD1685,2025-04-16,Customer_05,Printer,Electronics,South,6,279.04,1674.24
ORD2306,2025-04-16,Customer_23,Headphones,Electronics,South,5,124.93,624.65
ORD2082,2025-04-17,Customer_24,Monitor,Electronics,North,2,289.46,578.92
ORD1060,2025-04-17,Customer_08,Monitor,Electronics,West,5,329.41,1647.05
ORD1696,2025-04-17,Customer_10,Notebook Pack,Stationery,South,3,14.83,44.49
ORD1754,2025-04-18,Customer_02,Standing Desk,Furniture,North,6,504.17,3025.02
ORD1145,2025-04-18,Customer_17,Printer,Electronics,West,4,285.73,1142.92
ORD1319,2025-04-18,Customer_02,Printer,Electronics,West,6,262.72,1576.32
ORD1080,2025-04-19,Customer_14,Monitor,Electronics,East,1,310.67,310.67
ORD1772,2025-04-19,Customer_16,Laptop,Electronics,South,1,958.54,958.54
ORD1406,2025-04-19,Customer_11,Office Chair,Furniture,South,6,225.94,1355.64
ORD1361,2025-04-19,Customer_23,Monitor,Electronics,West,4,323.17,1292.68
ORD1966,2025-04-20,Customer_24,Standing Desk,Furniture,South,3,508.43,1525.29
ORD2332,2025-04-20,Customer_26,Office Chair,Furniture,South,7,202.98,1420.86
ORD2207,2025-04-21,Customer_29,Notebook Pack,Stationery,West,1,16.02,16.02
ORD1520,2025-04-21,Customer_25,Headphones,Electronics,North,3,130.07,390.21
ORD2496,2025-04-21,Customer_10,Standing Desk,Furniture,North,2,487.75,975.5
ORD1322,2025-04-21,Customer_24,Standing Desk,Furniture,West,1,495.83,495.83
ORD1100,2025-04-21,Customer_11,Printer,Electronics,North,1,266.4,266.4
ORD2275,2025-04-21,Customer_24,Notebook Pack,Stationery,South,2,13.61,27.22
ORD1551,2025-04-21,Customer_16,Office Chair,Furniture,South,7,206.71,1446.97
ORD2094,2025-04-22,Customer_29,Headphones,Electronics,East,2,121.68,243.36
ORD1686,2025-04-22,Customer_04,Office Chair,Furniture,South,4,189.95,759.8
ORD1337,2025-04-22,Customer_02,Headphones,Electronics,North,5,108.26,541.3
ORD1588,2025-04-22,Customer_20,Printer,Electronics,South,6,282.74,1696.44
ORD1626,2025-04-23,Customer_24,Headphones,Electronics,North,4,118.55,474.2
ORD1808,2025-04-23,Customer_16,Office Chair,Furniture,North,6,196.73,1180.38
ORD1854,2025-04-23,Customer_15,Headphones,Electronics,East,4,129.7,518.8
ORD1278,2025-04-23,Customer_30,Laptop,Electronics,West,3,859.62,2578.86
ORD2280,2025-04-24,Customer_15,Notebook Pack,Stationery,North,4,16.49,65.96
ORD2307,2025-04-24,Customer_24,Smartphone,Electronics,West,2,692.95,1385.9
ORD1933,2025-04-25,Customer_22,Notebook Pack,Stationery,North,5,14.78,73.9
ORD1320,2025-04-25,Customer_03,Headphones,Electronics,North,2,125.15,250.3
ORD1085,2025-04-26,Customer_11,Notebook Pack,Stationery,East,1,15.81,15.81
ORD1103,2025-04-26,Customer_14,Laptop,Electronics,East,2,927.31,1854.62
ORD2366,2025-04-26,Customer_05,Headphones,Electronics,South,1,127.83,127.83
ORD1666,2025-04-26,Customer_18,Standing Desk,Furniture,North,1,467.17,467.17
ORD1515,2025-04-27,Customer_30,Laptop,Electronics,West,2,862.43,1724.86
ORD1255,2025-04-27,Customer_06,Smartphone,Electronics,North,7,655.84,4590.88
ORD1026,2025-04-27,Customer_04,Office Chair,Furniture,East,3,219.42,658.26
ORD1770,2025-04-27,Customer_13,Notebook Pack,Stationery,South,3,16.37,49.11
ORD1075,2025-04-27,Customer_23,Office Chair,Furniture,West,1,197.01,197.01
ORD1983,2025-04-27,Customer_21,Notebook Pack,Stationery,North,6,14.6,87.6
ORD1771,2025-04-27,Customer_10,Monitor,Electronics,East,1,322.51,322.51
ORD1629,2025-04-27,Customer_25,Headphones,Electronics,North,1,131.44,131.44
ORD1651,2025-04-28,Customer_03,Notebook Pack,Stationery,West,3,13.76,41.28
ORD1003,2025-04-28,Customer_29,Office Chair,Furniture,East,4,208.34,833.36
ORD2051,2025-04-28,Customer_12,Headphones,Electronics,South,1,109.54,109.54
ORD2427,2025-04-28,Customer_15,Monitor,Electronics,East,7,319.04,2233.28
ORD2087,2025-04-28,Customer_28,Monitor,Electronics,West,5,287.68,1438.4
ORD1791,2025-04-28,Customer_06,Office Chair,Furniture,West,2,207.83,415.66
ORD1449,2025-04-28,Customer_15,Headphones,Electronics,West,1,124.59,124.59
ORD1782,2025-04-29,Customer_04,Laptop,Electronics,North,1,987.51,987.51
ORD1582,2025-04-29,Customer_07,Laptop,Electronics,South,4,885.01,3540.04
ORD1806,2025-04-29,Customer_04,Standing Desk,Furniture,East,4,527.87,2111.48
ORD2025,2025-04-29,Customer_05,Laptop,Electronics,West,2,974.74,1949.48
ORD2420,2025-04-29,Customer_22,Monitor,Electronics,South,6,297.95,1787.7
ORD2036,2025-04-30,Customer_21,Monitor,Electronics,East,4,287.87,1151.48
ORD1591,2025-04-30,Customer_09,Monitor,Electronics,South,2,315.53,631.06
ORD1414,2025-04-30,Customer_18,Laptop,Electronics,South,1,868.32,868.32
ORD1650,2025-04-30,Customer_04,Office Chair,Furniture,South,6,216.65,1299.9
ORD1846,2025-04-30,Customer_24,Smartphone,Electronics,North,2,679.04,1358.08
ORD2149,2025-05-01,Customer_12,Printer,Electronics,East,2,243.5,487.0
ORD1013,2025-05-01,Customer_23,Printer,Electronics,North,2,240.34,480.68
ORD2075,2025-05-01,Customer_01,Smartphone,Electronics,West,2,601.66,1203.32
ORD1568,2025-05-01,Customer_23,Notebook Pack,Stationery,South,6,14.33,85.98
ORD1659,2025-05-02,Customer_15,Headphones,Electronics,East,4,115.24,460.96
ORD1404,2025-05-02,Customer_12,Office Chair,Furniture,South,5,218.83,1094.15
ORD1276,2025-05-02,Customer_03,Office Chair,Furniture,West,6,207.09,1242.54
ORD1010,2025-05-02,Customer_12,Standing Desk,Furniture,East,3,488.54,1465.62
ORD1703,2025-05-03,Customer_28,Smartphone,Electronics,West,5,644.69,3223.45
ORD2136,2025-05-03,Customer_30,Notebook Pack,Stationery,East,1,14.29,14.29
ORD1281,2025-05-04,Customer_23,Office Chair,Furniture,East,1,230.9,230.9
ORD1270,2025-05-04,Customer_05,Headphones,Electronics,North,2,123.46,246.92
ORD1399,2025-05-04,Customer_22,Headphones,Electronics,West,3,127.02,381.06
ORD1866,2025-05-04,Customer_16,Printer,Electronics,North,3,256.25,768.75
ORD1822,2025-05-04,Customer_17,Smartphone,Electronics,West,5,697.3,3486.5
ORD1960,2025-05-05,Customer_29,Smartphone,Electronics,South,6,674.09,4044.54
ORD1573,2025-05-05,Customer_10,Laptop,Electronics,West,3,901.03,2703.09
ORD1473,2025-05-05,Customer_27,Office Chair,Furniture,South,2,225.66,451.32
ORD1477,2025-05-05,Customer_16,Laptop,Electronics,North,7,847.49,5932.43
ORD1826,2025-05-05,Customer_11,Notebook Pack,Stationery,South,3,15.31,45.93
ORD1990,2025-05-05,Customer_23,Headphones,Electronics,West,3,115.5,346.5
ORD1210,2025-05-06,Customer_29,Headphones,Electronics,West,2,127.05,254.1
ORD2239,2025-05-06,Customer_08,Laptop,Electronics,South,4,878.54,3514.16
ORD1984,2025-05-06,Customer_26,Standing Desk,Furniture,North,1,516.85,516.85
ORD1529,2025-05-06,Customer_04,Monitor,Electronics,North,4,271.53,1086.12
ORD1146,2025-05-06,Customer_20,Laptop,Electronics,North,4,975.31,3901.24
ORD1292,2025-05-06,Customer_08,Monitor,Electronics,South,6,286.45,1718.7
ORD2089,2025-05-07,Customer_30,Smartphone,Electronics,East,6,664.78,3988.68
ORD2497,2025-05-07,Customer_12,Printer,Electronics,West,6,276.43,1658.58
ORD1091,2025-05-07,Customer_12,Printer,Electronics,North,5,259.83,1299.15
ORD2409,2025-05-07,Customer_10,Headphones,Electronics,North,4,111.21,444.84
ORD1256,2025-05-08,Customer_06,Notebook Pack,Stationery,West,2,14.75,29.5
ORD2084,2025-05-08,Customer_16,Smartphone,Electronics,South,2,678.17,1356.34
ORD1924,2025-05-08,Customer_20,Smartphone,Electronics,East,1,706.22,706.22
ORD1781,2025-05-09,Customer_07,Notebook Pack,Stationery,North,3,14.41,43.23
ORD2384,2025-05-10,Customer_12,Office Chair,Furniture,East,2,209.68,419.36
ORD1330,2025-05-10,Customer_19,Standing Desk,Furniture,North,2,488.99,977.98
ORD2061,2025-05-11,Customer_01,Notebook Pack,Stationery,West,1,14.59,14.59
ORD1989,2025-05-11,Customer_15,Printer,Electronics,South,6,272.79,1636.74
ORD1184,2025-05-11,Customer_19,Office Chair,Furniture,East,4,230.87,923.48
ORD1071,2025-05-12,Customer_15,Smartphone,Electronics,North,7,698.92,4892.44
ORD1985,2025-05-12,Customer_11,Notebook Pack,Stationery,North,4,16.24,64.96
ORD2258,2025-05-12,Customer_19,Standing Desk,Furniture,East,2,455.01,910.02
ORD1198,2025-05-12,Customer_30,Headphones,Electronics,East,1,120.6,120.6
ORD2349,2025-05-12,Customer_11,Standing Desk,Furniture,South,5,507.39,2536.95
ORD1426,2025-05-12,Customer_15,Printer,Electronics,South,7,245.24,1716.68
ORD1552,2025-05-12,Customer_29,Printer,Electronics,North,4,263.05,1052.2
ORD1424,2025-05-12,Customer_19,Office Chair,Furniture,East,1,208.92,208.92
ORD1690,2025-05-13,Customer_13,Monitor,Electronics,West,2,306.51,613.02
ORD1940,2025-05-13,Customer_17,Notebook Pack,Stationery,North,4,13.89,55.56
ORD2326,2025-05-13,Customer_26,Notebook Pack,Stationery,West,2,15.56,31.12
ORD1644,2025-05-13,Customer_29,Printer,Electronics,West,5,251.22,1256.1
ORD1272,2025-05-13,Customer_20,Smartphone,Electronics,South,5,585.57,2927.85
ORD2392,2025-05-13,Customer_01,Monitor,Electronics,West,5,301.06,1505.3
ORD1700,2025-05-14,Customer_05,Standing Desk,Furniture,North,4,456.7,1826.8
ORD1555,2025-05-14,Customer_14,Standing Desk,Furniture,North,5,458.37,2291.85
ORD2262,2025-05-14,Customer_09,Office Chair,Furniture,West,6,220.28,1321.68
ORD1855,2025-05-15,Customer_22,Printer,Electronics,East,7,282.27,1975.89
ORD2266,2025-05-15,Customer_11,Laptop,Electronics,East,2,874.51,1749.02
ORD2086,2025-05-15,Customer_09,Printer,Electronics,East,6,263.57,1581.42
ORD1778,2025-05-15,Customer_30,Headphones,Electronics,East,2,112.27,224.54
ORD2195,2025-05-16,Customer_15,Notebook Pack,Stationery,South,7,14.37,100.59
ORD1436,2025-05-16,Customer_09,Standing Desk,Furniture,North,2,466.92,933.84
ORD1363,2025-05-16,Customer_25,Monitor,Electronics,West,5,316.51,1582.55
ORD1466,2025-05-16,Customer_17,Smartphone,Electronics,East,2,633.16,1266.32
ORD1906,2025-05-16,Customer_22,Office Chair,Furniture,North,1,203.9,203.9
ORD1914,2025-05-16,Customer_24,Standing Desk,Furniture,East,5,501.82,2509.1
ORD2153,2025-05-17,Customer_30,Monitor,Electronics,West,1,291.62,291.62
ORD1356,2025-05-17,Customer_02,Smartphone,Electronics,East,1,645.2,645.2
ORD2179,2025-05-17,Customer_14,Laptop,Electronics,West,6,876.61,5259.66
ORD1247,2025-05-18,Customer_03,Office Chair,Furniture,North,1,214.92,214.92
ORD1271,2025-05-18,Customer_13,Laptop,Electronics,East,1,881.52,881.52
ORD2223,2025-05-18,Customer_16,Notebook Pack,Stationery,South,4,16.17,64.68
ORD1217,2025-05-19,Customer_13,Laptop,Electronics,East,5,916.27,4581.35
ORD2419,2025-05-19,Customer_04,Office Chair,Furniture,East,6,201.3,1207.8
ORD2091,2025-05-19,Customer_02,Office Chair,Furniture,West,3,222.23,666.69
ORD2068,2025-05-19,Customer_23,Headphones,Electronics,North,1,112.66,112.66
ORD1444,2025-05-19,Customer_28,Standing Desk,Furniture,West,7,483.02,3381.14
ORD2043,2025-05-19,Customer_04,Headphones,Electronics,South,4,122.4,489.6
ORD2374,2025-05-20,Customer_10,Monitor,Electronics,East,3,279.94,839.82
ORD1092,2025-05-20,Customer_22,Printer,Electronics,East,4,271.95,1087.8
ORD1904,2025-05-21,Customer_27,Office Chair,Furniture,North,6,212.22,1273.32
ORD1260,2025-05-21,Customer_14,Printer,Electronics,South,3,260.09,780.27
ORD1380,2025-05-21,Customer_25,Laptop,Electronics,North,3,836.95,2510.85
ORD1927,2025-05-21,Customer_05,Headphones,Electronics,South,1,127.62,127.62
ORD2080,2025-05-21,Customer_28,Monitor,Electronics,West,2,311.89,623.78
ORD2347,2025-05-22,Customer_05,Notebook Pack,Stationery,West,2,14.16,28.32
ORD1128,2025-05-22,Customer_16,Standing Desk,Furniture,North,6,450.73,2704.38
ORD2278,2025-05-22,Customer_23,Laptop,Electronics,West,2,940.31,1880.62
ORD2334,2025-05-22,Customer_28,Standing Desk,Furniture,West,7,484.75,3393.25
ORD2073,2025-05-23,Customer_29,Standing Desk,Furniture,West,7,514.82,3603.74
ORD2182,2025-05-23,Customer_04,Notebook Pack,Stationery,West,1,14.02,14.02
ORD1715,2025-05-23,Customer_09,Printer,Electronics,East,6,257.33,1543.98
ORD2351,2025-05-23,Customer_17,Office Chair,Furniture,North,3,225.27,675.81
ORD2099,2025-05-23,Customer_11,Office Chair,Furniture,South,5,208.95,1044.75
ORD1420,2025-05-24,Customer_16,Monitor,Electronics,East,3,293.38,880.14
ORD1511,2025-05-24,Customer_18,Notebook Pack,Stationery,West,2,15.1,30.2
ORD1841,2025-05-24,Customer_15,Notebook Pack,Stationery,West,7,13.63,95.41
ORD2121,2025-05-24,Customer_29,Laptop,Electronics,North,4,866.12,3464.48
ORD1883,2025-05-24,Customer_14,Smartphone,Electronics,North,6,609.56,3657.36
ORD1558,2025-05-24,Customer_06,Printer,Electronics,North,5,265.34,1326.7
ORD1273,2025-05-24,Customer_13,Monitor,Electronics,East,7,296.79,2077.53
ORD2299,2025-05-25,Customer_03,Laptop,Electronics,West,6,881.31,5287.86
ORD1253,2025-05-25,Customer_12,Headphones,Electronics,West,1,119.58,119.58
ORD1193,2025-05-25,Customer_06,Headphones,Electronics,East,6,128.51,771.06
ORD1165,2025-05-25,Customer_13,Printer,Electronics,North,3,255.24,765.72
ORD1790,2025-05-25,Customer_04,Laptop,Electronics,South,3,869.78,2609.34
ORD1873,2025-05-26,Customer_15,Laptop,Electronics,South,1,917.52,917.52
ORD2045,2025-05-26,Customer_01,Smartphone,Electronics,West,6,622.71,3736.26
ORD1502,2025-05-26,Customer_10,Monitor,Electronics,West,2,316.01,632.02
ORD1633,2025-05-26,Customer_23,Office Chair,Furniture,South,2,209.07,418.14
ORD1639,2025-05-27,Customer_19,Monitor,Electronics,North,2,320.57,641.14
ORD1455,2025-05-27,Customer_26,Standing Desk,Furniture,South,1,454.72,454.72
ORD1572,2025-05-27,Customer_21,Headphones,Electronics,North,5,118.87,594.35
ORD1724,2025-05-27,Customer_01,Printer,Electronics,East,7,258.99,1812.93
ORD2023,2025-05-27,Customer_09,Printer,Electronics,East,7,269.02,1883.14
ORD1346,2025-05-27,Customer_19,Monitor,Electronics,North,2,278.27,556.54
ORD2245,2025-05-28,Customer_09,Monitor,Electronics,West,4,274.06,1096.24
ORD1365,2025-05-28,Customer_23,Standing Desk,Furniture,South,4,443.07,1772.28
ORD1559,2025-05-28,Customer_15,Printer,Electronics,North,7,236.89,1658.23
ORD1662,2025-05-28,Customer_30,Laptop,Electronics,East,3,832.62,2497.86
ORD1187,2025-05-29,Customer_13,Office Chair,Furniture,East,5,208.03,1040.15
ORD2414,2025-05-29,Customer_15,Standing Desk,Furniture,North,5,457.36,2286.8
ORD1575,2025-05-29,Customer_21,Headphones,Electronics,East,6,113.36,680.16
ORD2008,2025-05-29,Customer_06,Notebook Pack,Stationery,East,1,15.86,15.86
ORD1261,2025-05-30,Customer_15,Smartphone,Electronics,South,6,650.49,3902.94
ORD2063,2025-05-30,Customer_16,Notebook Pack,Stationery,East,3,14.02,42.06
ORD1334,2025-05-30,Customer_03,Office Chair,Furniture,North,7,202.95,1420.65
ORD1374,2025-05-30,Customer_21,Monitor,Electronics,East,3,301.16,903.48
ORD1691,2025-05-30,Customer_19,Printer,Electronics,North,3,269.44,808.32
ORD1218,2025-05-31,Customer_30,Office Chair,Furniture,East,4,210.28,841.12
ORD1856,2025-05-31,Customer_11,Smartphone,Electronics,South,7,662.43,4637.01
ORD1387,2025-05-31,Customer_23,Printer,Electronics,North,5,270.14,1350.7
ORD1083,2025-06-01,Customer_08,Printer,Electronics,North,3,285.03,855.09
ORD1516,2025-06-01,Customer_06,Monitor,Electronics,South,3,300.39,901.17
ORD1134,2025-06-01,Customer_22,Printer,Electronics,North,1,267.72,267.72
ORD1972,2025-06-01,Customer_04,Office Chair,Furniture,West,4,228.67,914.68
ORD2248,2025-06-01,Customer_28,Headphones,Electronics,South,7,131.25,918.75
ORD1789,2025-06-02,Customer_10,Laptop,Electronics,East,4,919.52,3678.08
ORD1919,2025-06-02,Customer_19,Notebook Pack,Stationery,East,2,14.56,29.12
ORD2197,2025-06-02,Customer_04,Monitor,Electronics,West,4,324.04,1296.16
ORD1994,2025-06-02,Customer_16,Standing Desk,Furniture,North,3,514.6,1543.8
ORD1177,2025-06-03,Customer_09,Smartphone,Electronics,East,6,602.21,3613.26
ORD1569,2025-06-03,Customer_08,Standing Desk,Furniture,West,1,480.31,480.31
ORD2461,2025-06-03,Customer_11,Headphones,Electronics,West,4,111.73,446.92
ORD1723,2025-06-04,Customer_30,Laptop,Electronics,West,6,828.53,4971.18
ORD1840,2025-06-04,Customer_27,Headphones,Electronics,West,7,116.15,813.05
ORD2424,2025-06-04,Customer_10,Headphones,Electronics,West,3,121.48,364.44
ORD1749,2025-06-04,Customer_28,Smartphone,Electronics,North,7,691.84,4842.88
ORD1975,2025-06-04,Customer_21,Smartphone,Electronics,West,7,601.68,4211.76
ORD1340,2025-06-05,Customer_17,Notebook Pack,Stationery,West,4,16.14,64.56
ORD2193,2025-06-05,Customer_02,Notebook Pack,Stationery,South,6,16.07,96.42
ORD1775,2025-06-05,Customer_06,Monitor,Electronics,North,6,315.39,1892.34
ORD2259,2025-06-06,Customer_01,Printer,Electronics,North,1,236.76,236.76
ORD1186,2025-06-06,Customer_23,Smartphone,Electronics,East,1,622.12,622.12
ORD2489,2025-06-06,Customer_12,Standing Desk,Furniture,South,2,478.39,956.78
